category,severity,message,path,start_line,start_column,end_line,end_column
descriptions,info,operation method `PUT` at path `/Receipts/{ReceiptID}/History` is missing a `description`,$.paths['/Receipts/{ReceiptID}/History'].put,16041,5,16041,8
tags,warn,tag `Accounting` for `PUT` operation is not defined as a global tag,$.paths['/Receipts/{ReceiptID}/History'].put.tags[0],16046,11,16046,21
descriptions,info,operation method `GET` at path `/RepeatingInvoices` is missing a `description`,$.paths['/RepeatingInvoices'].get,16104,5,16104,8
tags,warn,tag `Accounting` for `GET` operation is not defined as a global tag,$.paths['/RepeatingInvoices'].get.tags[0],16110,11,16110,21
operations,info,operation must define at least one 4xx error response,$.paths['/RepeatingInvoices'].get.responses,16130,7,16130,16
descriptions,info,operation method `PUT` at path `/RepeatingInvoices` is missing a `description`,$.paths['/RepeatingInvoices'].put,16185,5,16185,8
tags,warn,tag `Accounting` for `PUT` operation is not defined as a global tag,$.paths['/RepeatingInvoices'].put.tags[0],16190,11,16190,21
descriptions,info,operation method `POST` at path `/RepeatingInvoices` is missing a `description`,$.paths['/RepeatingInvoices'].post,16292,5,16292,9
tags,warn,tag `Accounting` for `POST` operation is not defined as a global tag,$.paths['/RepeatingInvoices'].post.tags[0],16297,11,16297,21
descriptions,info,operation method `GET` at path `/RepeatingInvoices/{RepeatingInvoiceID}` is missing a `description`,$.paths['/RepeatingInvoices/{RepeatingInvoiceID}'].get,16402,5,16402,8
tags,warn,tag `Accounting` for `GET` operation is not defined as a global tag,$.paths['/RepeatingInvoices/{RepeatingInvoiceID}'].get.tags[0],16408,11,16408,21
operations,info,operation must define at least one 4xx error response,$.paths['/RepeatingInvoices/{RepeatingInvoiceID}'].get.responses,16413,7,16413,16
descriptions,info,operation method `POST` at path `/RepeatingInvoices/{RepeatingInvoiceID}` is missing a `description`,$.paths['/RepeatingInvoices/{RepeatingInvoiceID}'].post,16480,5,16480,9
tags,warn,tag `Accounting` for `POST` operation is not defined as a global tag,$.paths['/RepeatingInvoices/{RepeatingInvoiceID}'].post.tags[0],16485,11,16485,21
descriptions,info,operation method `POST` `requestBody` at path `/RepeatingInvoices/{RepeatingInvoiceID}` is missing a `description`,$.paths['/RepeatingInvoices/{RepeatingInvoiceID}'].post.requestBody,16549,7,16549,18
descriptions,info,operation method `GET` at path `/RepeatingInvoices/{RepeatingInvoiceID}/Attachments` is missing a `description`,$.paths['/RepeatingInvoices/{RepeatingInvoiceID}/Attachments'].get,16601,5,16601,8
tags,warn,tag `Accounting` for `GET` operation is not defined as a global tag,$.paths['/RepeatingInvoices/{RepeatingInvoiceID}/Attachments'].get.tags[0],16607,11,16607,21
operations,info,operation must define at least one 4xx error response,$.paths['/RepeatingInvoices/{RepeatingInvoiceID}/Attachments'].get.responses,16612,7,16612,16
descriptions,info,operation method `GET` at path `/RepeatingInvoices/{RepeatingInvoiceID}/Attachments/{AttachmentID}` is missing a `description`,$.paths['/RepeatingInvoices/{RepeatingInvoiceID}/Attachments/{AttachmentID}'].get,16644,5,16644,8
tags,warn,tag `Accounting` for `GET` operation is not defined as a global tag,$.paths['/RepeatingInvoices/{RepeatingInvoiceID}/Attachments/{AttachmentID}'].get.tags[0],16650,11,16650,21
operations,info,operation must define at least one 4xx error response,$.paths['/RepeatingInvoices/{RepeatingInvoiceID}/Attachments/{AttachmentID}'].get.responses,16657,7,16657,16
operations,warn,paths are ambiguous with one another: `/RepeatingInvoices/{RepeatingInvoiceID}/Attachments/{AttachmentID}` and `/RepeatingInvoices/{RepeatingInvoiceID}/Attachments/{FileName}`,$.paths['/RepeatingInvoices/{RepeatingInvoiceID}/Attachments/{FileName}'],16665,3,16665,65
operations,error,"paths `/RepeatingInvoices/{RepeatingInvoiceID}/Attachments/{AttachmentID}` and `/RepeatingInvoices/{RepeatingInvoiceID}/Attachments/{FileName}` must not be equivalent, paths must be unique",$.paths['/RepeatingInvoices/{RepeatingInvoiceID}/Attachments/{FileName}'],16665,3,16665,65
descriptions,info,operation method `GET` at path `/RepeatingInvoices/{RepeatingInvoiceID}/Attachments/{FileName}` is missing a `description`,$.paths['/RepeatingInvoices/{RepeatingInvoiceID}/Attachments/{FileName}'].get,16668,5,16668,8
tags,warn,tag `Accounting` for `GET` operation is not defined as a global tag,$.paths['/RepeatingInvoices/{RepeatingInvoiceID}/Attachments/{FileName}'].get.tags[0],16674,11,16674,21
operations,info,operation must define at least one 4xx error response,$.paths['/RepeatingInvoices/{RepeatingInvoiceID}/Attachments/{FileName}'].get.responses,16681,7,16681,16
descriptions,info,operation method `POST` at path `/RepeatingInvoices/{RepeatingInvoiceID}/Attachments/{FileName}` is missing a `description`,$.paths['/RepeatingInvoices/{RepeatingInvoiceID}/Attachments/{FileName}'].post,16689,5,16689,9
tags,warn,tag `Accounting` for `POST` operation is not defined as a global tag,$.paths['/RepeatingInvoices/{RepeatingInvoiceID}/Attachments/{FileName}'].post.tags[0],16694,11,16694,21
descriptions,info,operation method `PUT` at path `/RepeatingInvoices/{RepeatingInvoiceID}/Attachments/{FileName}` is missing a `description`,$.paths['/RepeatingInvoices/{RepeatingInvoiceID}/Attachments/{FileName}'].put,16731,5,16731,8
tags,warn,tag `Accounting` for `PUT` operation is not defined as a global tag,$.paths['/RepeatingInvoices/{RepeatingInvoiceID}/Attachments/{FileName}'].put.tags[0],16736,11,16736,21
descriptions,info,operation method `GET` at path `/RepeatingInvoices/{RepeatingInvoiceID}/History` is missing a `description`,$.paths['/RepeatingInvoices/{RepeatingInvoiceID}/History'].get,16776,5,16776,8
tags,warn,tag `Accounting` for `GET` operation is not defined as a global tag,$.paths['/RepeatingInvoices/{RepeatingInvoiceID}/History'].get.tags[0],16782,11,16782,21
operations,info,operation must define at least one 4xx error response,$.paths['/RepeatingInvoices/{RepeatingInvoiceID}/History'].get.responses,16787,7,16787,16
descriptions,info,operation method `PUT` at path `/RepeatingInvoices/{RepeatingInvoiceID}/History` is missing a `description`,$.paths['/RepeatingInvoices/{RepeatingInvoiceID}/History'].put,16790,5,16790,8
tags,warn,tag `Accounting` for `PUT` operation is not defined as a global tag,$.paths['/RepeatingInvoices/{RepeatingInvoiceID}/History'].put.tags[0],16795,11,16795,21
descriptions,info,operation method `GET` at path `/Reports/TenNinetyNine` is missing a `description`,$.paths['/Reports/TenNinetyNine'].get,16839,5,16839,8
tags,warn,tag `Accounting` for `GET` operation is not defined as a global tag,$.paths['/Reports/TenNinetyNine'].get.tags[0],16845,11,16845,21
operations,info,operation must define at least one 4xx error response,$.paths['/Reports/TenNinetyNine'].get.responses,16856,7,16856,16
descriptions,info,operation method `GET` at path `/Reports/AgedPayablesByContact` is missing a `description`,$.paths['/Reports/AgedPayablesByContact'].get,16967,5,16967,8
tags,warn,tag `Accounting` for `GET` operation is not defined as a global tag,$.paths['/Reports/AgedPayablesByContact'].get.tags[0],16972,11,16972,21
operations,info,operation must define at least one 4xx error response,$.paths['/Reports/AgedPayablesByContact'].get.responses,16994,7,16994,16
descriptions,info,operation method `GET` at path `/Reports/AgedReceivablesByContact` is missing a `description`,$.paths['/Reports/AgedReceivablesByContact'].get,17104,5,17104,8
tags,warn,tag `Accounting` for `GET` operation is not defined as a global tag,$.paths['/Reports/AgedReceivablesByContact'].get.tags[0],17109,11,17109,21
operations,info,operation must define at least one 4xx error response,$.paths['/Reports/AgedReceivablesByContact'].get.responses,17131,7,17131,16
descriptions,info,operation method `GET` at path `/Reports/BalanceSheet` is missing a `description`,$.paths['/Reports/BalanceSheet'].get,17275,5,17275,8
tags,warn,tag `Accounting` for `GET` operation is not defined as a global tag,$.paths['/Reports/BalanceSheet'].get.tags[0],17280,11,17280,21
operations,info,operation must define at least one 4xx error response,$.paths['/Reports/BalanceSheet'].get.responses,17337,7,17337,16
descriptions,info,operation method `GET` at path `/Reports/BankSummary` is missing a `description`,$.paths['/Reports/BankSummary'].get,17669,5,17669,8
tags,warn,tag `Accounting` for `GET` operation is not defined as a global tag,$.paths['/Reports/BankSummary'].get.tags[0],17674,11,17674,21
operations,info,operation must define at least one 4xx error response,$.paths['/Reports/BankSummary'].get.responses,17680,7,17680,16
descriptions,info,operation method `GET` at path `/Reports/{ReportID}` is missing a `description`,$.paths['/Reports/{ReportID}'].get,17739,5,17739,8
tags,warn,tag `Accounting` for `GET` operation is not defined as a global tag,$.paths['/Reports/{ReportID}'].get.tags[0],17744,11,17744,21
operations,info,operation must define at least one 4xx error response,$.paths['/Reports/{ReportID}'].get.responses,17756,7,17756,16
examples,info,media type is missing `examples` or `example`,$.paths['/Reports/{ReportID}'].get.responses['200'].content['application/json'],17760,13,17760,29
descriptions,info,operation method `GET` at path `/Reports/BudgetSummary` is missing a `description`,$.paths['/Reports/BudgetSummary'].get,17766,5,17766,8
tags,warn,tag `Accounting` for `GET` operation is not defined as a global tag,$.paths['/Reports/BudgetSummary'].get.tags[0],17771,11,17771,21
operations,info,operation must define at least one 4xx error response,$.paths['/Reports/BudgetSummary'].get.responses,17794,7,17794,16
descriptions,info,operation method `GET` at path `/Reports/ExecutiveSummary` is missing a `description`,$.paths['/Reports/ExecutiveSummary'].get,17890,5,17890,8
tags,warn,tag `Accounting` for `GET` operation is not defined as a global tag,$.paths['/Reports/ExecutiveSummary'].get.tags[0],17895,11,17895,21
operations,info,operation must define at least one 4xx error response,$.paths['/Reports/ExecutiveSummary'].get.responses,17906,7,17906,16
descriptions,info,operation method `GET` at path `/Reports` is missing a `description`,$.paths['/Reports'].get,18094,5,18094,8
tags,warn,tag `Accounting` for `GET` operation is not defined as a global tag,$.paths['/Reports'].get.tags[0],18099,11,18099,21
operations,info,operation must define at least one 4xx error response,$.paths['/Reports'].get.responses,18102,7,18102,16
examples,info,media type is missing `examples` or `example`,$.paths['/Reports'].get.responses['200'].content['application/json'],18106,13,18106,29
descriptions,info,operation method `GET` at path `/Reports/ProfitAndLoss` is missing a `description`,$.paths['/Reports/ProfitAndLoss'].get,18112,5,18112,8
tags,warn,tag `Accounting` for `GET` operation is not defined as a global tag,$.paths['/Reports/ProfitAndLoss'].get.tags[0],18117,11,18117,21
examples,error,"got string, want boolean",$.paths['/Reports/ProfitAndLoss'].get.parameters[8].schema.example,18171,11,18171,18
examples,error,"got string, want boolean",$.paths['/Reports/ProfitAndLoss'].get.parameters[9].schema.example,18179,11,18179,18
operations,info,operation must define at least one 4xx error response,$.paths['/Reports/ProfitAndLoss'].get.responses,18183,7,18183,16
examples,info,media type is missing `examples` or `example`,$.paths['/Reports/ProfitAndLoss'].get.responses['200'].content['application/json'],18187,13,18187,29
descriptions,info,operation method `GET` at path `/Reports/TrialBalance` is missing a `description`,$.paths['/Reports/TrialBalance'].get,18193,5,18193,8
tags,warn,tag `Accounting` for `GET` operation is not defined as a global tag,$.paths['/Reports/TrialBalance'].get.tags[0],18198,11,18198,21
examples,error,"got string, want boolean",$.paths['/Reports/TrialBalance'].get.parameters[1].schema.example,18213,11,18213,18
operations,info,operation must define at least one 4xx error response,$.paths['/Reports/TrialBalance'].get.responses,18217,7,18217,16
descriptions,info,operation method `POST` at path `/Setup` is missing a `description`,$.paths['/Setup'].post,18709,5,18709,9
tags,warn,tag `Accounting` for `POST` operation is not defined as a global tag,$.paths['/Setup'].post.tags[0],18714,11,18714,21
operations,info,operation must define at least one 4xx error response,$.paths['/Setup'].post.responses,18812,7,18812,16
descriptions,info,operation method `GET` at path `/TaxRates` is missing a `description`,$.paths['/TaxRates'].get,18869,5,18869,8
tags,warn,tag `Accounting` for `GET` operation is not defined as a global tag,$.paths['/TaxRates'].get.tags[0],18875,11,18875,21
operations,info,operation must define at least one 4xx error response,$.paths['/TaxRates'].get.responses,18895,7,18895,16
descriptions,info,operation method `PUT` at path `/TaxRates` is missing a `description`,$.paths['/TaxRates'].put,18988,5,18988,8
tags,warn,tag `Accounting` for `PUT` operation is not defined as a global tag,$.paths['/TaxRates'].put.tags[0],18993,11,18993,21
descriptions,info,operation method `POST` at path `/TaxRates` is missing a `description`,$.paths['/TaxRates'].post,19110,5,19110,9
tags,warn,tag `Accounting` for `POST` operation is not defined as a global tag,$.paths['/TaxRates'].post.tags[0],19115,11,19115,21
descriptions,info,operation method `POST` `requestBody` at path `/TaxRates` is missing a `description`,$.paths['/TaxRates'].post.requestBody,19219,7,19219,18
descriptions,info,operation method `GET` at path `/TaxRates/{TaxType}` is missing a `description`,$.paths['/TaxRates/{TaxType}'].get,19236,5,19236,8
tags,warn,tag `Accounting` for `GET` operation is not defined as a global tag,$.paths['/TaxRates/{TaxType}'].get.tags[0],19242,11,19242,21
operations,info,operation must define at least one 4xx error response,$.paths['/TaxRates/{TaxType}'].get.responses,19247,7,19247,16
descriptions,info,operation method `GET` at path `/TrackingCategories` is missing a `description`,$.paths['/TrackingCategories'].get,19279,5,19279,8
tags,warn,tag `Accounting` for `GET` operation is not defined as a global tag,$.paths['/TrackingCategories'].get.tags[0],19285,11,19285,21
operations,info,operation must define at least one 4xx error response,$.paths['/TrackingCategories'].get.responses,19313,7,19313,16
descriptions,info,operation method `PUT` at path `/TrackingCategories` is missing a `description`,$.paths['/TrackingCategories'].put,19334,5,19334,8
tags,warn,tag `Accounting` for `PUT` operation is not defined as a global tag,$.paths['/TrackingCategories'].put.tags[0],19339,11,19339,21
descriptions,info,operation method `GET` at path `/TrackingCategories/{TrackingCategoryID}` is missing a `description`,$.paths['/TrackingCategories/{TrackingCategoryID}'].get,19387,5,19387,8
tags,warn,tag `Accounting` for `GET` operation is not defined as a global tag,$.paths['/TrackingCategories/{TrackingCategoryID}'].get.tags[0],19393,11,19393,21
operations,info,operation must define at least one 4xx error response,$.paths['/TrackingCategories/{TrackingCategoryID}'].get.responses,19398,7,19398,16
descriptions,info,operation method `POST` at path `/TrackingCategories/{TrackingCategoryID}` is missing a `description`,$.paths['/TrackingCategories/{TrackingCategoryID}'].post,19415,5,19415,9
tags,warn,tag `Accounting` for `POST` operation is not defined as a global tag,$.paths['/TrackingCategories/{TrackingCategoryID}'].post.tags[0],19420,11,19420,21
descriptions,info,operation method `POST` `requestBody` at path `/TrackingCategories/{TrackingCategoryID}` is missing a `description`,$.paths['/TrackingCategories/{TrackingCategoryID}'].post.requestBody,19457,7,19457,18
descriptions,info,operation method `DELETE` at path `/TrackingCategories/{TrackingCategoryID}` is missing a `description`,$.paths['/TrackingCategories/{TrackingCategoryID}'].delete,19465,5,19465,11
tags,warn,tag `Accounting` for `DELETE` operation is not defined as a global tag,$.paths['/TrackingCategories/{TrackingCategoryID}'].delete.tags[0],19470,11,19470,21
operations,info,path `/TrackingCategories/{TrackingCategoryID}/Options` contains an HTTP Verb `Options`,$.paths['/TrackingCategories/{TrackingCategoryID}/Options'],19495,5,19495,5
descriptions,info,operation method `PUT` at path `/TrackingCategories/{TrackingCategoryID}/Options` is missing a `description`,$.paths['/TrackingCategories/{TrackingCategoryID}/Options'].put,19497,5,19497,8
tags,warn,tag `Accounting` for `PUT` operation is not defined as a global tag,$.paths['/TrackingCategories/{TrackingCategoryID}/Options'].put.tags[0],19502,11,19502,21
operations,info,path `/TrackingCategories/{TrackingCategoryID}/Options/{TrackingOptionID}` contains an HTTP Verb `Options`,$.paths['/TrackingCategories/{TrackingCategoryID}/Options/{TrackingOptionID}'],19552,5,19552,5
descriptions,info,operation method `POST` at path `/TrackingCategories/{TrackingCategoryID}/Options/{TrackingOptionID}` is missing a `description`,$.paths['/TrackingCategories/{TrackingCategoryID}/Options/{TrackingOptionID}'].post,19554,5,19554,9
tags,warn,tag `Accounting` for `POST` operation is not defined as a global tag,$.paths['/TrackingCategories/{TrackingCategoryID}/Options/{TrackingOptionID}'].post.tags[0],19559,11,19559,21
descriptions,info,operation method `POST` `requestBody` at path `/TrackingCategories/{TrackingCategoryID}/Options/{TrackingOptionID}` is missing a `description`,$.paths['/TrackingCategories/{TrackingCategoryID}/Options/{TrackingOptionID}'].post.requestBody,19600,7,19600,18
descriptions,info,operation method `DELETE` at path `/TrackingCategories/{TrackingCategoryID}/Options/{TrackingOptionID}` is missing a `description`,$.paths['/TrackingCategories/{TrackingCategoryID}/Options/{TrackingOptionID}'].delete,19608,5,19608,11
tags,warn,tag `Accounting` for `DELETE` operation is not defined as a global tag,$.paths['/TrackingCategories/{TrackingCategoryID}/Options/{TrackingOptionID}'].delete.tags[0],19613,11,19613,21
descriptions,info,operation method `GET` at path `/Users` is missing a `description`,$.paths['/Users'].get,19644,5,19644,8
tags,warn,tag `Accounting` for `GET` operation is not defined as a global tag,$.paths['/Users'].get.tags[0],19650,11,19650,21
operations,info,operation must define at least one 4xx error response,$.paths['/Users'].get.responses,19667,7,19667,16
descriptions,info,operation method `GET` at path `/Users/{UserID}` is missing a `description`,$.paths['/Users/{UserID}'].get,19697,5,19697,8
tags,warn,tag `Accounting` for `GET` operation is not defined as a global tag,$.paths['/Users/{UserID}'].get.tags[0],19703,11,19703,21
operations,info,operation must define at least one 4xx error response,$.paths['/Users/{UserID}'].get.responses,19708,7,19708,16
examples,info,media type is missing `examples` or `example`,$.components.responses['400Error'].content['application/json'],20191,9,20191,25
descriptions,info,`schemas` component `AddressForOrganisation` is missing a description,$.components.schemas['AddressForOrganisation'],20233,5,20233,27
examples,info,schema is missing `examples` or `example`,$.components.schemas['AddressForOrganisation'],20233,5,20233,27
examples,info,schema property `AddressType` is missing `examples` or `example`,$.components.schemas['AddressForOrganisation'].properties['AddressType'],20237,9,20237,20
descriptions,info,`schemas` component `Address` is missing a description,$.components.schemas['Address'],20281,5,20281,12
descriptions,info,`schemas` component `Phone` is missing a description,$.components.schemas['Phone'],20328,5,20328,10
descriptions,info,`schemas` component `Accounts` is missing a description,$.components.schemas['Accounts'],20353,5,20353,13
examples,info,schema is missing `examples` or `example`,$.components.schemas['Accounts'].properties['Accounts'],20357,9,20357,17
descriptions,info,`schemas` component `Account` is missing a description,$.components.schemas['Account'],20361,5,20361,12
examples,error,"got number, want string",$.components.schemas['Account'].properties['Code'].example,20369,11,20369,18
examples,error,"got string, want boolean",$.components.schemas['Account'].properties['HasAttachments'].example,20465,11,20465,18
descriptions,info,`schemas` component `Attachments` is missing a description,$.components.schemas['Attachments'],20502,5,20502,16
descriptions,info,`schemas` component `Attachment` is missing a description,$.components.schemas['Attachment'],20510,5,20510,15
descriptions,info,`schemas` component `BankTransactions` is missing a description,$.components.schemas['BankTransactions'],20538,5,20538,21
descriptions,info,`schemas` component `BankTransaction` is missing a description,$.components.schemas['BankTransaction'],20553,5,20553,20
examples,error,"got string, want boolean",$.components.schemas['BankTransaction'].properties['HasAttachments'].example,20652,11,20652,18
descriptions,info,`schemas` component `LineItem` is missing a description,$.components.schemas['LineItem'],20673,5,20673,13
descriptions,info,`schemas` component `LineItemItem` is missing a description,$.components.schemas['LineItemItem'],20759,5,20759,17
descriptions,info,`schemas` component `LineItemTracking` is missing a description,$.components.schemas['LineItemTracking'],20773,5,20773,21
descriptions,info,`schemas` component `BankTransfers` is missing a description,$.components.schemas['BankTransfers'],20797,5,20797,18
descriptions,info,`schemas` component `BankTransfer` is missing a description,$.components.schemas['BankTransfer'],20805,5,20805,17
examples,error,"got string, want boolean",$.components.schemas['BankTransfers'].properties['BankTransfers'].items.properties['FromIsReconciled'].example,20847,11,20847,18
examples,error,"got string, want boolean",$.components.schemas['BankTransfers'].properties['BankTransfers'].items.properties['ToIsReconciled'].example,20852,11,20852,18
examples,error,"got string, want boolean",$.components.schemas['BankTransfers'].properties['BankTransfers'].items.properties['HasAttachments'].example,20861,11,20861,18
descriptions,info,`schemas` component `BatchPayments` is missing a description,$.components.schemas['BatchPayments'],20878,5,20878,18
descriptions,info,`schemas` component `BatchPayment` is missing a description,$.components.schemas['BatchPayment'],20886,5,20886,17
descriptions,info,`schemas` component `BatchPaymentDelete` is missing a description,$.components.schemas['BatchPaymentDelete'],20996,5,20996,23
descriptions,info,`schemas` component `BatchPaymentDeleteByUrlParam` is missing a description,$.components.schemas['BatchPaymentDeleteByUrlParam'],21012,5,21012,33
descriptions,info,`schemas` component `BrandingThemes` is missing a description,$.components.schemas['BrandingThemes'],21023,5,21023,19
descriptions,info,`schemas` component `BrandingTheme` is missing a description,$.components.schemas['BrandingTheme'],21031,5,21031,18
descriptions,info,`schemas` component `PaymentServices` is missing a description,$.components.schemas['PaymentServices'],21060,5,21060,20
descriptions,info,`schemas` component `PaymentService` is missing a description,$.components.schemas['PaymentService'],21068,5,21068,19
descriptions,info,`schemas` component `Contacts` is missing a description,$.components.schemas['Contacts'],21093,5,21093,13
descriptions,info,`schemas` component `Contact` is missing a description,$.components.schemas['Contact'],21108,5,21108,12
examples,error,"got string, want boolean",$.components.schemas['Contact'].properties['HasAttachments'].example,21277,11,21277,18
examples,error,"got string, want boolean",$.components.schemas['Contact'].properties['HasValidationErrors'].example,21287,11,21287,18
descriptions,info,`schemas` component `Budgets` is missing a description,$.components.schemas['Budgets'],21292,5,21292,12
descriptions,info,`schemas` component `Budget` is missing a description,$.components.schemas['Budget'],21300,5,21300,11
descriptions,info,`schemas` component `BudgetLine` is missing a description,$.components.schemas['BudgetLine'],21333,5,21333,15
examples,error,"got number, want string",$.components.schemas['BudgetLine'].properties['AccountCode'].example,21345,11,21345,18
descriptions,info,`schemas` component `BudgetBalance` is missing a description,$.components.schemas['BudgetBalance'],21350,5,21350,18
descriptions,info,`schemas` component `AccountsReceivable` is missing a description,$.components.schemas['AccountsReceivable'],21379,5,21379,23
descriptions,info,`schemas` component `AccountsPayable` is missing a description,$.components.schemas['AccountsPayable'],21390,5,21390,20
descriptions,info,`schemas` component `CISSettings` is missing a description,$.components.schemas['CISSettings'],21401,5,21401,16
descriptions,info,`schemas` component `CISSetting` is missing a description,$.components.schemas['CISSetting'],21409,5,21409,15
descriptions,info,`schemas` component `CISOrgSettings` is missing a description,$.components.schemas['CISOrgSettings'],21422,5,21422,19
descriptions,info,`schemas` component `CISOrgSetting` is missing a description,$.components.schemas['CISOrgSetting'],21430,5,21430,18
descriptions,info,`schemas` component `ContactPerson` is missing a description,$.components.schemas['ContactPerson'],21446,5,21446,18
descriptions,info,`schemas` component `ContactGroups` is missing a description,$.components.schemas['ContactGroups'],21463,5,21463,18
descriptions,info,`schemas` component `ContactGroup` is missing a description,$.components.schemas['ContactGroup'],21471,5,21471,17
descriptions,info,`schemas` component `RequestEmpty` is missing a description,$.components.schemas['RequestEmpty'],21494,5,21494,17
descriptions,info,`schemas` component `CreditNotes` is missing a description,$.components.schemas['CreditNotes'],21502,5,21502,16
descriptions,info,`schemas` component `CreditNote` is missing a description,$.components.schemas['CreditNote'],21517,5,21517,15
examples,error,"got string, want boolean",$.components.schemas['Payment'].properties['CreditNote'].properties['HasAttachments'].example,21647,11,21647,18
examples,error,"got string, want boolean",$.components.schemas['Payment'].properties['CreditNote'].properties['HasErrors'].example,21652,11,21652,18
descriptions,info,`schemas` component `Allocations` is missing a description,$.components.schemas['Allocations'],21669,5,21669,16
descriptions,info,`schemas` component `Allocation` is missing a description,$.components.schemas['Allocation'],21677,5,21677,15
descriptions,info,`schemas` component `Currencies` is missing a description,$.components.schemas['Currencies'],21719,5,21719,15
descriptions,info,`schemas` component `Currency` is missing a description,$.components.schemas['Currency'],21727,5,21727,13
descriptions,info,`schemas` component `Employees` is missing a description,$.components.schemas['Employees'],22080,5,22080,14
descriptions,info,`schemas` component `Employee` is missing a description,$.components.schemas['Employee'],22088,5,22088,13
descriptions,info,`schemas` component `ExpenseClaims` is missing a description,$.components.schemas['ExpenseClaims'],22129,5,22129,18
descriptions,info,`schemas` component `ExpenseClaim` is missing a description,$.components.schemas['ExpenseClaim'],22137,5,22137,17
descriptions,info,`schemas` component `HistoryRecords` is missing a description,$.components.schemas['HistoryRecords'],22204,5,22204,19
examples,info,media type schema property `HistoryRecords` is missing `examples` or `example`,$.components.responses['HistoryRecordCreated'].content['application/json'].schema.properties['HistoryRecords'],22208,9,22208,23
descriptions,info,`schemas` component `HistoryRecord` is missing a description,$.components.schemas['HistoryRecord'],22212,5,22212,18
descriptions,info,`schemas` component `Invoices` is missing a description,$.components.schemas['Invoices'],22232,5,22232,13
descriptions,info,`schemas` component `Invoice` is missing a description,$.components.schemas['Invoice'],22247,5,22247,12
examples,error,"got string, want boolean",$.components.schemas['Invoice'].properties['HasAttachments'].example,22373,11,22373,18
examples,error,"got string, want boolean",$.components.schemas['Invoice'].properties['HasErrors'].example,22440,11,22440,18
descriptions,info,`schemas` component `OnlineInvoices` is missing a description,$.components.schemas['OnlineInvoices'],22460,5,22460,19
descriptions,info,`schemas` component `OnlineInvoice` is missing a description,$.components.schemas['OnlineInvoice'],22468,5,22468,18
descriptions,info,`schemas` component `InvoiceReminders` is missing a description,$.components.schemas['InvoiceReminders'],22476,5,22476,21
descriptions,info,`schemas` component `InvoiceReminder` is missing a description,$.components.schemas['InvoiceReminder'],22484,5,22484,20
descriptions,info,`schemas` component `Items` is missing a description,$.components.schemas['Items'],22492,5,22492,10
descriptions,info,`schemas` component `Item` is missing a description,$.components.schemas['Item'],22500,5,22500,9
descriptions,info,`schemas` component `Purchase` is missing a description,$.components.schemas['Purchase'],22567,5,22567,13
descriptions,info,`schemas` component `Journals` is missing a description,$.components.schemas['Journals'],22586,5,22586,13
descriptions,info,`schemas` component `Journal` is missing a description,$.components.schemas['Journal'],22599,5,22599,12
descriptions,info,`schemas` component `JournalLine` is missing a description,$.components.schemas['JournalLine'],22662,5,22662,16
examples,error,"got number, want string",$.components.schemas['JournalLine'].properties['AccountCode'].example,22679,11,22679,18
schemas,warn,a `$ref` cannot be placed next to any other properties,$.components.schemas['AccountType'],22681,11,22681,51
descriptions,info,`schemas` component `LinkedTransactions` is missing a description,$.components.schemas['LinkedTransactions'],22723,5,22723,23
descriptions,info,`schemas` component `LinkedTransaction` is missing a description,$.components.schemas['LinkedTransaction'],22731,5,22731,22
descriptions,info,`schemas` component `ManualJournals` is missing a description,$.components.schemas['ManualJournals'],22791,5,22791,19
descriptions,info,`schemas` component `ManualJournal` is missing a description,$.components.schemas['ManualJournal'],22806,5,22806,18
examples,error,"got string, want boolean",$.components.schemas['ManualJournal'].properties['HasAttachments'].example,22845,11,22845,18
descriptions,info,`schemas` component `ManualJournalLine` is missing a description,$.components.schemas['ManualJournalLine'],22878,5,22878,22
examples,error,"got number, want string",$.components.schemas['ManualJournalLine'].properties['AccountCode'].example,22891,11,22891,18
descriptions,info,`schemas` component `Actions` is missing a description,$.components.schemas['Actions'],22919,5,22919,12
descriptions,info,`schemas` component `Action` is missing a description,$.components.schemas['Action'],22927,5,22927,11
descriptions,info,`schemas` component `Organisations` is missing a description,$.components.schemas['Organisations'],22941,5,22941,18
descriptions,info,`schemas` component `Organisation` is missing a description,$.components.schemas['Organisation'],22949,5,22949,17
schemas,warn,a `$ref` cannot be placed next to any other properties,$.components.schemas['CountryCode'],23005,11,23005,51
schemas,warn,a `$ref` cannot be placed next to any other properties,$.components.schemas['TimeZone'],23080,11,23080,48
descriptions,info,`schemas` component `CountryCode` is missing a description,$.components.schemas['CountryCode'],23154,5,23154,16
descriptions,info,`schemas` component `PaymentTerm` is missing a description,$.components.schemas['PaymentTerm'],23542,5,23542,16
descriptions,info,`schemas` component `PaymentTermType` is missing a description,$.components.schemas['PaymentTermType'],23551,5,23551,20
descriptions,info,`schemas` component `ExternalLink` is missing a description,$.components.schemas['ExternalLink'],23558,5,23558,17
descriptions,info,`schemas` component `Bill` is missing a description,$.components.schemas['Bill'],23577,5,23577,9
descriptions,info,`schemas` component `Overpayments` is missing a description,$.components.schemas['Overpayments'],23587,5,23587,17
descriptions,info,`schemas` component `Overpayment` is missing a description,$.components.schemas['Overpayment'],23602,5,23602,16
examples,error,"got string, want boolean",$.components.schemas['Overpayment'].properties['HasAttachments'].example,23692,11,23692,18
